singlish,sinhala
ruvan pradip ratnayaka,රුවන් ප්‍රදීප් රත්නායක
sudth rohan,සුදත් රොහාන්
sudath rohan,සුදත් රොහාන්
sudat rohan,සුදත් රොහාන්
sudeth rohan,සුදත් රොහාන්
sujiwa rajapaksha,සුජීව රාජපක්ෂ
sujeewa rajapaksha,සුජීව රාජපක්ෂ
sujiva rajapaksa,සුජීව රාජපක්ෂ
sujeewa rajapaksa,සුජීව රාජපක්ෂ
sujiva rajapaksha,සුජීව රාජපක්ෂ
ediriveera sarathchandra,එදිරිවීර සරත්චන්ද්‍ර
edirivira sarathchandra,එදිරිවීර සරත්චන්ද්‍ර
sirimawa gunawatha,සිරිමව ගුණවත
sirimawa gunawata,සිරිමව ගුණවත
sirimava gunawata,සිරිමව ගුණවත
p b silva,පී බී සිල්වා
nihaal disanayaka,නිහාල් දිසානායක
mahinda prasad masimbula,මහින්ද ප්‍රසාද් මසිඹුල
mahindha prasad masimbula,මහින්ද ප්‍රසාද් මසිඹුල
mahind prasad masimbula,මහින්ද ප්‍රසාද් මසිඹුල
mahinde prasad masimbula,මහින්ද ප්‍රසාද් මසිඹුල
sayura chandra,සයුරා චන්ද්‍ර
nalin de silva,නලින් ද සිල්වා
samudra kirilla,සමුද්‍ර කිරිල්ල
kumaratunga munidesa,කුමාරතුංග මුණිදාස
kumaratunga munidasa,කුමාරතුංග මුණිදාස
kumarathunga munidasa,කුමාරතුංග මුණිදාස
kumarathunga munidsa,කුමාරතුංග මුණිදාස
dinesh piliyandla,දිනේෂ් පිලියන්දල
dinesh piliyandela,දිනේෂ් පිලියන්දල
dinesh piliyandala,දිනේෂ් පිලියන්දල
dines piliyandla,දිනේෂ් පිලියන්දල
dines piliyandala,දිනේෂ් පිලියන්දල
amila pereera,ඇමිල පෙරේරා
amila perira,ඇමිල පෙරේරා
isanti senanayake,ඉෂාන්ති සේනානායක
ishanthi senanayake,ඉෂාන්ති සේනානායක
isanthi senanayake,ඉෂාන්ති සේනානායක
dinesa gunasekara,දිනේෂා ගුණසේකර
dinesha gunasekara,දිනේෂා ගුණසේකර
susil priyantha,සුසිල් ප්‍රියන්ත
susil priyanta,සුසිල් ප්‍රියන්ත
kavinga jayasinha,කවිඳු ජයසින්හ
mahadeva kalika,මහාදේව කලික
wimal kumara,විමල් කුමාර
naraka jeewithaya,නරක ජීවිතය
naraka jiwithaya,නරක ජීවිතය
sangwidi maargaya,සංවේදී මාර්ගය
sangweedi maargaya,සංවේදී මාර්ගය
visala kand,විශාල කන්ද
vishala kandha,විශාල කන්ද
vishala kanda,විශාල කන්ද
visala kanda,විශාල කන්ද
bayanaka jiwitaya,භයානක ජීවිතය
bayanaka jeewithaya,භයානක ජීවිතය
bayanaka jeewitaya,භයානක ජීවිතය
bayanaka jiwithaya,භයානක ජීවිතය
sundhara tharu,සුන්දර තරු
sundara taru,සුන්දර තරු
sundara tharu,සුන්දර තරු
bayanaka sanda,භයානක සඳ
bayanaka sandha,භයානක සඳ
bayanaka sand,භයානක සඳ
bayanaka sande,භයානක සඳ
honda vassa,හොඳ වැස්ස
hond wassa,හොඳ වැස්ස
honda wassa,හොඳ වැස්ස
hondha wassa,හොඳ වැස්ස
lassana ahasa,ලස්සන අහස
alut maargaya,අලුත් මාර්ගය
aluth maargaya,අලුත් මාර්ගය
shaktimath ahasa,ශක්තිමත් අහස
shakthimath ahasa,ශක්තිමත් අහස
sakthimath ahasa,ශක්තිමත් අහස
visala pasala,විශාල පාසල
vishala pasala,විශාල පාසල
shakthimath bhashava,ශක්තිමත් භාෂාව
sakthimath bhashawa,ශක්තිමත් භාෂාව
sakthimath bhashava,ශක්තිමත් භාෂාව
shaktimath bhashawa,ශක්තිමත් භාෂාව
shakthimath bhashawa,ශක්තිමත් භාෂාව
parani bhasava,පැරණි භාෂාව
parani bhashawa,පැරණි භාෂාව
parani bhashava,පැරණි භාෂාව
punchi maargaya,පුංචි මාර්ගය
gamburu ahasa,ගැඹුරු අහස
honda ahasa,හොඳ අහස
hondha ahasa,හොඳ අහස
punchi mahara,පුංචි මහර
bayanaka taru,භයානක තරු
bayanaka tharu,භයානක තරු
sundra guru,සුන්දර ගුරු
sundhara guru,සුන්දර ගුරු
sundara guru,සුන්දර ගුරු
gamburu kanda,ගැඹුරු කන්ද
gamburu kandha,ගැඹුරු කන්ද
gamburu kand,ගැඹුරු කන්ද
visala tharu,විශාල තරු
vishala tharu,විශාල තරු
visala taru,විශාල තරු
punchi ahasa,පුංචි අහස
visala maargaya,විශාල මාර්ගය
vishala maargaya,විශාල මාර්ගය
vishala bhashava,විශාල භාෂාව
visala bhashawa,විශාල භාෂාව
vishala bhashawa,විශාල භාෂාව
visala bhashava,විශාල භාෂාව
aluth pasala,අලුත් පාසල
alut pasala,අලුත් පාසල
aluth potha,අලුත් පොත
alut potha,අලුත් පොත
bayanaka dora,භයානක දොර
sangweedi dora,සංවේදී දොර
sangwidi dora,සංවේදී දොර
punchi sande,පුංචි සඳ
punchi sanda,පුංචි සඳ
gamburu bhashava,ගැඹුරු භාෂාව
gamburu bhasawa,ගැඹුරු භාෂාව
gamburu bhashawa,ගැඹුරු භාෂාව
parani kanda,පැරණි කන්ද
parani kandha,පැරණි කන්ද
punchi adawiya,පුංචි අඩවිය
punchi adewiya,පුංචි අඩවිය
punchi adhawiya,පුංචි අඩවිය
punchi adwiya,පුංචි අඩවිය
naraka ahasa,නරක අහස
visala dora,විශාල දොර
vishala dora,විශාල දොර
sundara pasala,සුන්දර පාසල
parani taru,පැරණි තරු
parani tharu,පැරණි තරු
naraka mahara,නරක මහර
bayanaka vassa,භයානක වැස්ස
bayanaka wassa,භයානක වැස්ස
lassana maargaya,ලස්සන මාර්ගය
lassana vassa,ලස්සන වැස්ස
lassana wassa,ලස්සන වැස්ස
gamburu tharu,ගැඹුරු තරු
gamburu taru,ගැඹුරු තරු
aluth tharu,අලුත් තරු
alut tharu,අලුත් තරු
lassana tharu,ලස්සන තරු
lassana taru,ලස්සන තරු
parani guru,පැරණි ගුරු
punchi taniya,පුංචි තනිය
punchi thaniya,පුංචි තනිය
sundara taniya,සුන්දර තනිය
sundra taniya,සුන්දර තනිය
sundara thaniya,සුන්දර තනිය
sundra thaniya,සුන්දර තනිය
punchi guru,පුංචි ගුරු
parani maargaya,පැරණි මාර්ගය
lassana dora,ලස්සන දොර
sakthimath thaniya,ශක්තිමත් තනිය
saktimath thaniya,ශක්තිමත් තනිය
shakthimath thaniya,ශක්තිමත් තනිය
shaktimath thaniya,ශක්තිමත් තනිය
singlish,sinhala
meedoma,මීදුම
midoma,මීදුම
vartamanaea,වර්තමානය
varthamanaea,වර්තමානය
gidhhara,ගෙදර
kadova,කඩුව
kadowa,කඩුව
raasac,රහසක්
mndhiraya,මන්දිරය
kumareia,කුමරිය
sndeleia,සඳඑළිය
sndaeleia,සඳඑළිය
sndhaeleia,සඳඑළිය
trasajanaca,ත්‍රාසජනක
trashajanaca,ත්‍රාසජනක
thrasajanaca,ත්‍රාසජනක
thrashajanaca,ත්‍රාසජනක
bonekk,බෝනික්කා
sthut,සතුට
stut,සතුට
rththran,රත්තරන්
rtthran,රත්තරන්
shulnga,සුළඟ
sulnga,සුළඟ
soolnga,සුළඟ
shoolnga,සුළඟ
hinava,හිනාව
lepii,ලිපිය
phlaea,ඵලය
tapasaya,තාපසයා
tapashaya,තාපසයා
sandhhailiia,සඳඑළිය
parivarthanaya,පරිවර්තනය
parivartanaya,පරිවර්තනය
shiethala,සීතල
siethala,සීතල
shiethhala,සීතල
awasan,අවසන්
avashan,අවසන්
awashan,අවසන්
shhenpatiya,සෙන්පතියා
shenpathiya,සෙන්පතියා
shhenpathiya,සෙන්පතියා
unoosooma,උණුසුම
oonoosooma,උණුසුම
taapasaia,තාපසයා
paea,පය
sgaraia,සාගරය
metiyavata,මිටියාවත
puravruththaya,පුරාවෘත්තය
puravruthhthaya,පුරාවෘත්තය
sitl,සීතල
seetl,සීතල
genna,ගින්න
hnshhaya,හංසයා
hnshaya,හංසයා
petpatha,පිටපත
petpata,පිටපත
vahibindo,වැහිබිඳු
wahibindo,වැහිබිඳු
enaya,හීනය
atheethaia,අතීතය
atithaia,අතීතය
ateethaia,අතීතය
wikruti,විකෘති
oonoosuma,උණුසුම
unoosuma,උණුසුම
canthharaya,කාන්තාරය
cantharaya,කාන්තාරය
poorawruththaya,පුරාවෘත්තය
purawruthhthaya,පුරාවෘත්තය
poorawruthhthaya,පුරාවෘත්තය
purawruththaya,පුරාවෘත්තය
vedhnawa,වේදනාව
vedhnava,වේදනාව
aparadhhaya,අපරාධය
kandhola,කඳුළ
komriya,කුමරිය
jeevetaia,ජීවිතය
jeevethaia,ජීවිතය
jivethaia,ජීවිතය
jivetaia,ජීවිතය
mathakaea,මතකය
matakaea,මතකය
taapasaea,තාපසයා
ytoora,යතුර
ytura,යතුර
unushum,උණුසුම්
unushhum,උණුසුම්
oonushum,උණුසුම්
oonushhum,උණුසුම්
aaaraea,ආහාරය
mkra,මකර
kthava,කතාව
kthhava,කතාව
wisanndhhuma,විසඳුම
arunaloo,අරුණලු
aroonaloo,අරුණලු
sundra,සුන්දර
sundara,සුන්දර
sundhara,සුන්දර
jeewithaya,ජීවිතය
jeewithhaya,ජීවිතය
jiwithaya,ජීවිතය
jiwithhaya,ජීවිතය
stn,සටහන්
sthn,සටහන්
theethaia,අතීතය
thithaia,අතීතය
teethaia,අතීතය
tithaia,අතීතය
thheethaia,අතීතය
thithaia,අතීතය
theethaia,අතීතය
gemhnya,ගිම්හානය
naashaya,නාසය
naashhaya,නාසය
boruwa,බොරුව
boruva,බොරුව
mula,මුල
blaporotthuva,බලාපොරොත්තුව
blaporoththoowa,බලාපොරොත්තුව
blaporotthoowa,බලාපොරොත්තුව
blaporotthoova,බලාපොරොත්තුව
divey,දෙවියා
wroocaya,වෘකයා
wrucaya,වෘකයා
aberas,අභිරහස්
iaksaia,යක්ෂයා
iakshaia,යක්ෂයා
shunndhara,සුන්දර
shunndra,සුන්දර
shhunndhara,සුන්දර
shunndera,සුන්දර
shhunndara,සුන්දර
shunndara,සුන්දර
rtriia,රාත්‍රිය
purwrutthaya,පුරාවෘත්තය
purwruttaya,පුරාවෘත්තය
jivithia,ජීවිතය
jeevithia,ජීවිතය
jivitia,ජීවිතය
jeevitia,ජීවිතය
druva,දරුවා
druwa,දරුවා
droova,දරුවා
droowa,දරුවා
bootaya,භූතයා
butaya,භූතයා
cunaatuwa,කුණාටුව
cunaatuva,කුණාටුව
kndukaraya,කඳුකරය
dinpothhha,දිනපොත
dinpothha,දිනපොත
nemny,නිම්නය
stawarsaia,ශතවර්ෂය
sthawarshaia,ශතවර්ෂය
stavarshaia,ශතවර්ෂය
sthawarsaia,ශතවර්ෂය
sthavarshaia,ශතවර්ෂය
kuntuw,කුණාටුව
cartru,කර්තෘ
carthru,කර්තෘ
sohoyuriy,සොහොයුරිය
sohoyooriy,සොහොයුරිය
shohoyooriy,සොහොයුරිය
sawasa,සවස
savasa,සවස
wedhhanava,වේදනාව
wedhhanawa,වේදනාව
taranea,තරණය
rjathhuma,රජතුමා
rjathhhuma,රජතුමා
mitora,මිතුරා
mithora,මිතුරා
oralosuva,ඔරලෝසුව
oralosoova,ඔරලෝසුව
mawata,මාවත
mavata,මාවත
rthriy,රාත්‍රිය
rtriy,රාත්‍රිය
weiloo,විහිළු
weilu,විහිළු
gmna,ගමන
saamaya,සාමය
kthhawa,කතාව
kthawa,කතාව
kthava,කතාව
kthhava,කතාව
atithaea,අතීතය
athithaea,අතීතය
ateethaea,අතීතය
atheethaea,අතීතය
mil,මිල
sunndara,සුන්දර
sunndera,සුන්දර
sunndra,සුන්දර
rthhriia,රාත්‍රිය
rthriia,රාත්‍රිය
kandhula,කඳුළ
hor,හොරා
sthiya,සතිය
stiya,සතිය
minish,මිනිසා
minis,මිනිසා
liya,අලියා
podhhe,පොඩි
vasan,අවසන්
aimi,අහිමි
dhhma,දහම
kunatuva,කුණාටුව
kunatuwa,කුණාටුව
katha,කට
kathha,කට
kote,කොටි
maiam,මායම්
ndhhuru,අඳුරු
nshaya,හංසයා
nsaya,හංසයා
poorawruththaya,පුරාවෘත්තය
purawrutthaya,පුරාවෘත්තය
poorawrutthaya,පුරාවෘත්තය
vahebindu,වැහිබිඳු
vahebindoo,වැහිබිඳු
nnduru,අඳුරු
nndooru,අඳුරු
locu,ලොකු
shangavunu,සැඟවුණු
sangavunu,සැඟවුණු
shhinhaya,සිංහයා
shinhaya,සිංහයා
kantaraia,කාන්තාරය
kantharaia,කාන්තාරය
bhoothia,භූතයා
bhuthia,භූතයා
bhutia,භූතයා
thhrashajanaca,ත්‍රාසජනක
thrasajanaca,ත්‍රාසජනක
thhrasajanaca,ත්‍රාසජනක
thrashajanaca,ත්‍රාසජනක
iudhdya,යුද්ධය
purvruththaya,පුරාවෘත්තය
poorvrutthaya,පුරාවෘත්තය
poorvruththaya,පුරාවෘත්තය
punkhe,පුංචි
